ngram	t	p	p corrected	#members	meanM	StdevM	#nonMembers	meanN	StDevN
myself	1.020504519	0.3082464	1.15E+04	320	46.8625	17.62087231	37006	45.85194293	19.52577611
comfortable	-1.024672589	0.308308471	1.15E+04	89	44.02247191	16.92092406	37224	45.86326026	19.51765977
accepted	1.044027208	0.308332393	1.15E+04	22	50.86363636	22.48871771	37289	45.85682105	19.51009245
granddaughter	-1.040482756	0.308472422	1.15E+04	25	41.56	20.67421905	37287	45.86351812	19.51163556
nicely	1.066978802	0.308821989	1.15E+04	12	51.33333333	17.77297915	37299	45.85801228	19.5125185
lisa	-1.064877356	0.309731696	1.16E+04	12	40.25	18.25140094	37299	45.86157806	19.5123758
tells	1.056464232	0.309967424	1.16E+04	14	49.85714286	14.1576679	37297	45.85827278	19.513732
solve	-1.128624106	0.310213433	1.16E+04	6	41.5	9.460443964	37305	45.86047447	19.51319737
TRUE	-1.035576262	0.310709446	1.16E+04	25	41.68	20.18811532	37286	45.86257577	19.51153253
ring	-1.106225504	0.31097587	1.16E+04	7	39.28571429	15.72380664	37304	45.86100686	19.51261783
ticket	1.071634251	0.31175136	1.16E+04	10	50.7	14.28324582	37301	45.85847564	19.51320711
treated	-1.058916965	0.312306639	1.17E+04	12	41.75	13.44432966	37299	45.86109547	19.51364746
dying	1.048055888	0.31235712	1.17E+04	15	51.33333333	20.22963409	37297	45.85803148	19.51163267
town	-1.027414409	0.312424709	1.17E+04	31	42.29032258	19.35147462	37280	45.86274142	19.51213264
jacket	-1.087773574	0.312713355	1.17E+04	8	37	23.0403373	37303	45.86167332	19.51112205
relaxed	1.036369859	0.313020393	1.17E+04	20	49.6	16.14213186	37291	45.85776729	19.51365194
enjoyable	1.075484713	0.313509449	1.17E+04	9	54	22.7101299	37302	45.85780923	19.51112361
even	-1.009184528	0.313746699	1.17E+04	280	44.72142857	18.93681925	37033	45.86809062	19.51613918
iam	-1.20632007	0.314099201	1.17E+04	4	39	11.37248141	37307	45.86050875	19.51266422
ice	-1.033995516	0.314104113	1.17E+04	20	41.75	17.77897931	37291	45.86197742	19.51288715
lord	1.031736383	0.31449781	1.17E+04	21	50.23809524	19.45226147	37290	45.85730759	19.51203083
super	-1.017528243	0.314714286	1.17E+04	43	42.88372093	19.18979057	37268	45.86320704	19.51237375
fighting	-1.039824149	0.314878738	1.17E+04	16	40.875	19.17941605	37295	45.86191178	19.51213494
whom	1.029172187	0.315089134	1.18E+04	22	49.54545455	16.8005875	37289	45.85759876	19.51349101
cooked	-1.01210305	0.316551437	1.18E+04	49	42.91836735	20.35808269	37262	45.86364124	19.51087031
test	1.020024103	0.316753412	1.18E+04	28	49.21428571	17.40233518	37284	45.85811608	19.51395248
actually	-1.008718288	0.317080943	1.18E+04	62	43.38709677	19.31732836	37249	45.86388896	19.51233193
wife	1.002421055	0.31728565	1.18E+04	210	47.16666667	18.93721263	37108	45.85278107	19.51400021
sale	-1.051125273	0.317924893	1.19E+04	11	39.54545455	19.9266838	37300	45.86163539	19.5118618
salvation	1.06492623	0.317982656	1.19E+04	9	54.33333333	23.87467277	37302	45.85772881	19.5107912
random	1.056222617	0.318367013	1.19E+04	10	50.7	14.49176011	37301	45.85847564	19.51317002
christian	1.137272694	0.318909037	1.19E+04	5	55	17.97220076	37306	45.85854822	19.51214713
changes	1.030830966	0.318938234	1.19E+04	16	50.3125	17.28089022	37295	45.85786298	19.51290358
falling	1.043426681	0.319122137	1.19E+04	12	51.08333333	17.34389247	37299	45.85809271	19.51265443
clothes	-1.006388183	0.319482628	1.19E+04	47	42.72340426	21.37623846	37267	45.86301554	19.50942764
happened	-1.016218815	0.320078994	1.19E+04	24	42.33333333	17.00554044	37288	45.86236859	19.51335674
sean	-1.069683912	0.320203411	1.19E+04	8	41.875	10.53480626	37303	45.86062783	19.5134853
here	0.998590939	0.320227872	1.19E+04	108	47.4537037	16.58813012	37207	45.85655925	19.51959132
evening	1.010628089	0.320264185	1.19E+04	31	49.51612903	20.15253659	37280	45.85673283	19.51146666
journey	1.027408364	0.320492339	1.20E+04	16	50.0625	16.36446862	37295	45.85797024	19.51324515
stage	1.08158344	0.320968412	1.20E+04	7	54.71428571	21.66190424	37305	45.85822276	19.51128386
girlfriend	-0.998498003	0.321561965	1.20E+04	69	43.73913043	17.64657288	37243	45.86273931	19.51592796
prepare	1.041366328	0.322218163	1.20E+04	11	53.27272727	23.61394041	37300	45.85758713	19.51064477
pressure	-1.04099605	0.322355975	1.20E+04	11	42	12.29634092	37300	45.86091153	19.51373971
id	1.002307737	0.322689824	1.20E+04	38	48.78947368	18.01824585	37276	45.85803198	19.51331294
michael	-1.005001976	0.323805151	1.21E+04	28	42.14285714	19.57646789	37284	45.86235382	19.51174365
jeg	1.060916336	0.32393419	1.21E+04	8	52	16.37070554	37304	45.85856745	19.51236056
give	-0.991311523	0.3240909	1.21E+04	94	44	18.21142262	37218	45.86474287	19.51500175
stupid	1.060381785	0.32416686	1.21E+04	8	53.125	19.37920461	37304	45.85891593	19.51221814
around	-0.98818662	0.324486594	1.21E+04	167	44.37125749	19.4959035	37147	45.86542655	19.51203731
morning	0.98574427	0.32456309	1.21E+04	748	46.51336898	18.08720754	36583	45.85372987	19.54086759
sam	-1.016296441	0.32458703	1.21E+04	17	42.23529412	14.70769107	37295	45.86201904	19.51400455
bedroom	-1.001240086	0.32470726	1.21E+04	31	42.09677419	20.93538446	37280	45.86290236	19.51078644
threw	1.090732561	0.325129963	1.21E+04	6	55.83333333	22.40014881	37305	45.85816915	19.51144971
u	1.045877865	0.32616836	1.22E+04	9	51.88888889	17.29482903	37303	45.85853685	19.51228323
kissed	-1.068287661	0.326455647	1.22E+04	7	39	16.99019325	37304	45.86106048	19.51242862
bringing	0.997095838	0.327243022	1.22E+04	29	49.31034483	18.63963413	37284	45.8576333	19.51229675
desk	0.997514998	0.328051342	1.22E+04	26	48.88461538	15.46435106	37285	45.85766394	19.51454445
alice	-1.03245648	0.328782302	1.23E+04	10	40.7	15.80471097	37301	45.86115654	19.51290212
completing	1.039563408	0.328922788	1.23E+04	9	52.22222222	18.36285502	37302	45.85823816	19.5122644
qui	1.059793015	0.330005144	1.23E+04	7	52.42857143	16.39976771	37304	45.85854064	19.51252866
considerate	1.078092678	0.330215557	1.23E+04	6	53.66666667	17.73884626	37305	45.85851762	19.51225115
given	-0.985808907	0.33028463	1.23E+04	40	43.35	16.10629754	37271	45.8624668	19.51535484
started	-0.977606659	0.330762203	1.23E+04	95	44.11578947	17.40681155	37217	45.86449741	19.51691512
floors	1.042126044	0.331985321	1.24E+04	8	52.5	18.0237938	37303	45.85834919	19.51230179
but	0.971762365	0.332142673	1.24E+04	239	47.07531381	19.43926594	37081	45.84943772	19.5124448
opportunity	0.975185619	0.332431256	1.24E+04	80	47.9125	18.83989421	37232	45.85603782	19.51361817
worked	-0.974949608	0.332882748	1.24E+04	72	43.61111111	19.58984758	37239	45.86412095	19.51187627
kitchen	-0.975419241	0.332957552	1.24E+04	66	43.34848485	20.93689597	37245	45.86422339	19.50941131
told	-0.970979093	0.333512681	1.24E+04	120	44.3	17.61760006	37192	45.8646752	19.517595
steps	1.02847949	0.333791592	1.25E+04	9	51.22222222	15.64271218	37302	45.85847944	19.51284527
charlie	-1.050555058	0.333909994	1.25E+04	7	37.71428571	20.51596359	37304	45.86130174	19.51179079
attention	0.995524351	0.334289485	1.25E+04	17	51.23529412	22.26973678	37294	45.85732289	19.51067109
left	0.968964951	0.335435138	1.25E+04	82	48	20.02714208	37231	45.85477156	19.5104246
months	-0.970823908	0.336205274	1.25E+04	52	43.23076923	19.54142446	37259	45.86344239	19.51198802
top	-0.993394178	0.336262423	1.25E+04	16	40.5625	21.33531892	37295	45.86204585	19.51119933
checks	-1.091423073	0.336408451	1.26E+04	5	35.4	21.43128554	37306	45.86117515	19.51168379
lunch	-0.962856773	0.336607315	1.26E+04	233	44.72532189	18.03139272	37078	45.86690221	19.52097962
forgot	1.013388237	0.337322523	1.26E+04	10	51.1	16.35338905	37301	45.85836841	19.51278728
hard	-0.96037199	0.338545945	1.26E+04	138	44.35507246	18.42554587	37176	45.86453626	19.51574179
no	-0.95672393	0.339268689	1.27E+04	402	45	18.08252073	36926	45.86830418	19.52659112
fish	-1.024517518	0.33965634	1.27E+04	8	41	13.41640786	37303	45.86081548	19.5131109
made	-0.95415627	0.340384912	1.27E+04	586	45.13993174	18.43633191	36742	45.87308802	19.52829686
always	-0.954015566	0.340635633	1.27E+04	403	44.97766749	18.67440309	36923	45.87040598	19.52127679
schedule	0.964293583	0.341316122	1.27E+04	37	48.62162162	17.42818814	37274	45.85703171	19.5139866
awesome	0.954929096	0.342048296	1.28E+04	95	47.62105263	17.99596819	37216	45.8552773	19.51575291
mine	-0.962827721	0.343070983	1.28E+04	32	42.6875	18.64513687	37279	45.86249631	19.51275901
appreciative	1.016509053	0.343200774	1.28E+04	8	51	14.30284687	37303	45.85867088	19.51297733
create	0.967478046	0.344306518	1.28E+04	22	50.5	22.50449691	37289	45.85703559	19.51013526
z	-0.984278358	0.344397351	1.29E+04	13	40.07692308	21.18356886	37301	45.86067398	19.5110314
s	0.969431827	0.344496778	1.29E+04	20	50.1	19.56608236	37291	45.85749913	19.5120008
family	0.945122705	0.344746067	1.29E+04	1407	46.34115139	19.05722921	35963	45.85120819	19.53107951
oil	-1.012372426	0.345057741	1.29E+04	8	37.25	24.05796571	37303	45.86161971	19.51091557
drive	-0.950010381	0.345836015	1.29E+04	62	44	15.41342825	37253	45.86213191	19.51729026
instead	0.950412272	0.346121238	1.29E+04	55	48.05454545	17.13499579	37256	45.85653318	19.51532864
breakup	-1.037606077	0.346962444	1.29E+04	6	41	11.47170432	37305	45.86055489	19.51303378
earth	0.997907731	0.347536023	1.30E+04	9	53.11111111	21.8027776	37302	45.8580237	19.51143021
traffic	0.955350391	0.34756628	1.30E+04	29	49.68965517	21.59382096	37284	45.85760648	19.51032595
kissing	0.971013217	0.347994161	1.30E+04	15	49.33333333	13.85468805	37296	45.85837623	19.51396689
low	-0.975607082	0.348508225	1.30E+04	13	39.38461538	23.9358116	37298	45.86203014	19.51031621
arms	-1.004312118	0.348656109	1.30E+04	8	39.875	16.85600783	37303	45.86105675	19.51254314
pink	-1.004242991	0.348692564	1.30E+04	8	38.75	20.0267678	37303	45.86129802	19.5118998
chicken	-0.974382997	0.349088535	1.30E+04	13	40.15384615	21.118105	37298	45.86176202	19.51144665
carry	-1.002840925	0.349303477	1.30E+04	8	41.375	12.64840476	37303	45.86073506	19.51322641
emailed	1.014273295	0.349570256	1.30E+04	7	51.71428571	15.2721346	37304	45.85867467	19.51271854
tyler	-1.001557593	0.349890239	1.31E+04	8	40.625	14.78355747	37303	45.86089591	19.5129047
mates	-1.001235778	0.350051118	1.31E+04	8	36.875	25.385246	37303	45.86170013	19.51056371
physically	0.954086492	0.350385359	1.31E+04	23	48.86956522	15.13065626	37288	45.85791676	19.51442706
handled	0.958703122	0.350397229	1.31E+04	19	50.21052632	19.7865806	37292	45.85755658	19.51189489
needing	0.991576469	0.350437447	1.31E+04	9	55	27.65863337	37302	45.85756796	19.50964677
cooks	0.955651876	0.350638771	1.31E+04	21	49.19047619	15.97378805	37290	45.85789756	19.51384103
matthew	1.100763607	0.351341931	1.31E+04	4	51.5	10.24695077	37307	45.85916852	19.51275625
sat	0.957297879	0.351812891	1.31E+04	18	49.27777778	15.14947312	37293	45.85812351	19.51389734
issues	-0.94228558	0.351981358	1.31E+04	39	43.38461538	16.41183043	37273	45.8627693	19.51491652
bonus	0.987780081	0.352178202	1.31E+04	9	52.66666667	20.67607313	37302	45.85813093	19.51173189
night	0.931896602	0.352321039	1.31E+04	239	46.9748954	18.5755158	37083	45.85119866	19.51670454
debbie	1.024359952	0.352614831	1.32E+04	6	51.5	13.48703081	37305	45.8588661	19.51282724
team	0.937035645	0.352681925	1.32E+04	58	48.31034483	19.9325238	37254	45.8560423	19.51113047
arm	1.006775613	0.352897014	1.32E+04	7	56.28571429	27.40264151	37304	45.85781686	19.51022686
what	-0.929787937	0.353316901	1.32E+04	265	44.80754717	18.4779952	37056	45.86714702	19.51985725
kelly	-1.048465153	0.353564925	1.32E+04	5	39.4	13.77679208	37306	45.86063904	19.51265675
therapy	-1.003775428	0.35422318	1.32E+04	7	38.14285714	20.34230871	37304	45.86122132	19.51185273
familys	0.956793574	0.354886263	1.32E+04	15	50.06666667	17.03134365	37296	45.8580813	19.5129651
riding	-0.974783242	0.35512019	1.32E+04	10	40.7	16.74017125	37301	45.86115654	19.51271389
photos	0.94008696	0.356521389	1.33E+04	25	48.92	16.27861583	37288	45.85786312	19.51363367
tasks	0.940620791	0.356662136	1.33E+04	24	49.66666667	19.83336378	37288	45.85740721	19.51158174
supper	-0.954805519	0.357068716	1.33E+04	14	42.35714286	13.72592798	37297	45.86108802	19.51387522
electricity	-0.959592897	0.357853514	1.34E+04	12	41.91666667	14.2347739	37299	45.86104185	19.51349319
brunch	0.95982016	0.359761405	1.34E+04	11	50.90909091	17.44966788	37300	45.85828418	19.51260652
blog	0.955601582	0.359795526	1.34E+04	12	52.75	24.9804469	37300	45.85825737	19.5102532
presence	-0.963992554	0.360211637	1.34E+04	10	41.4	14.63025784	37301	45.86096887	19.51316939
constant	0.932577417	0.36030652	1.34E+04	25	48.76	15.5517416	37286	45.85782868	19.51442138
videos	-0.969261236	0.360781402	1.35E+04	9	40.77777778	15.73036695	37302	45.86099941	19.51284827
starting	-0.926471762	0.360914721	1.35E+04	34	42.82352941	19.11761141	37277	45.86254259	19.51240568
client	0.924613375	0.361483277	1.35E+04	36	48.55555556	17.49684779	37277	45.85763339	19.51356864
pretty	-0.915278899	0.362964479	1.35E+04	76	43.98684211	17.85384621	37235	45.86359608	19.51529
that	-0.908863485	0.363490745	1.37E+04	2703	45.57787643	18.3816896	35015	45.91300871	19.5928272
speaking	0.932916915	0.363914085	1.36E+04	18	50.5	21.10826434	37293	45.85753359	19.51125171
holly	-0.950787135	0.364110749	1.36E+04	11	40.72727273	17.90581419	37300	45.86128686	19.51248932
classes	0.923103384	0.364117103	1.36E+04	28	49.21428571	19.23607172	37283	45.85725398	19.51225738
bosses	0.996963878	0.364515486	1.36E+04	6	50.66666667	11.80960061	37305	45.85900013	19.51300887
emotional	0.929776389	0.364774257	1.36E+04	19	49.63157895	17.68618584	37292	45.85785155	19.51292983
lessons	-0.936214954	0.365023344	1.36E+04	15	40.26666667	23.14385653	37296	45.86202274	19.51046276
simply	0.967210677	0.365645953	1.36E+04	8	52.5	19.42016625	37303	45.85834919	19.51205036
mountains	-1.063032413	0.365694437	1.36E+04	4	40.5	10.08298897	37307	45.86034792	19.51277159
weeks	0.912805773	0.365988892	1.37E+04	48	48.1875	17.67635306	37263	45.85677482	19.51430307
calls	0.917376944	0.36649835	1.37E+04	30	48.93333333	18.3546167	37282	45.85773295	19.51287174
stand	-0.944904544	0.366959394	1.37E+04	11	41.27272727	16.10025409	37301	45.86067398	19.51288495
feelings	0.913605321	0.368196309	1.37E+04	31	49	19.14506029	37280	45.85716202	19.51235792
members	0.913640488	0.368423954	1.37E+04	30	48.7	17.03171484	37281	45.85748773	19.51391591
options	0.960859165	0.368602708	1.38E+04	8	50.5	13.65911522	37303	45.85877811	19.51309076
thoughtful	0.911106601	0.368830606	1.38E+04	34	48.47058824	16.71369479	37277	45.85739196	19.51441578
self	-0.910690926	0.369473789	1.38E+04	32	42.6875	19.70825519	37281	45.86164534	19.51171265
games	0.928919432	0.36983732	1.38E+04	14	49.57142857	14.94973262	37298	45.85875918	19.51342307
faithful	-1.519783925	0.370375754	1.38E+04	2	37.5	7.778174593	37309	45.86022139	19.51239943
bar	0.937211981	0.370716423	1.38E+04	11	50.81818182	17.54889274	37300	45.85831099	19.51258954
happify	-0.926212308	0.371204328	1.39E+04	14	39.5	25.69869796	37297	45.8621605	19.50938788
sound	0.911911976	0.371687274	1.39E+04	23	49.47826087	19.03553988	37288	45.8575413	19.51234625
setting	0.921851769	0.372209201	1.39E+04	15	50.86666667	21.0403241	37296	45.85775955	19.51142093
guess	-0.93013547	0.372253429	1.39E+04	12	40.08333333	21.51725875	37299	45.86163168	19.51137859
jeans	-0.944770169	0.372412872	1.39E+04	9	40.77777778	16.13829125	37302	45.86099941	19.51277682
eat	0.894479208	0.373312344	1.39E+04	96	47.48958333	17.86321996	37216	45.85629837	19.51637591
ben	-0.907637735	0.373464735	1.39E+04	24	42.83333333	16.3405781	37288	45.86215404	19.513839
story	-0.912365044	0.374313901	1.40E+04	18	42.61111111	15.10799901	37293	45.86134127	19.51392597
information	0.940522051	0.374466325	1.40E+04	9	52.55555556	21.36065958	37302	45.85815774	19.51158301
stopped	0.89656812	0.37517082	1.40E+04	42	48.42857143	18.5776457	37269	45.85687837	19.51308829
last	0.888057618	0.375462073	1.40E+04	222	46.94144144	18.17340291	37093	45.85452781	19.51953278
himself	0.920342797	0.375513108	1.40E+04	13	51	20.14116845	37298	45.85798166	19.51183381
chore	-0.921566235	0.376506913	1.40E+04	12	41.5	16.39013007	37300	45.86131367	19.51272241
walk	0.886493544	0.37666129	1.41E+04	162	47.15432099	18.59926232	37153	45.85578554	19.51638682
action	0.954261416	0.376784883	1.41E+04	7	52.71428571	19.00626463	37304	45.85848703	19.51212985
show	0.891690335	0.377190118	1.41E+04	47	48.65957447	21.54194755	37264	45.85624195	19.50938571
after	0.883565889	0.377572401	1.41E+04	325	46.73846154	17.99474968	36991	45.85196399	19.52451503
cares	-0.886222528	0.37956699	1.42E+04	53	43.41509434	20.10112316	37259	45.86368394	19.51114029
immediately	-0.929727167	0.379690114	1.42E+04	9	41.22222222	14.96477345	37302	45.86089218	19.51300413
stove	0.984178177	0.380711595	1.42E+04	5	51.2	12.13260071	37306	45.85905752	19.51281917
ian	-0.921228647	0.380937487	1.42E+04	10	41.8	13.93476867	37302	45.86051686	19.51316769
scott	-0.89495437	0.381443408	1.42E+04	21	42.19047619	18.78994158	37291	45.86117294	19.51262444
chair	-0.919028347	0.382042814	1.43E+04	10	39	23.60790828	37301	45.86161229	19.51086014
allowed	-0.886382156	0.382451978	1.43E+04	31	42.5483871	20.80999553	37280	45.86252682	19.51096253
say	-0.879164854	0.382490901	1.43E+04	67	43.70149254	20.11031314	37245	45.86331051	19.51083619
connection	0.899557849	0.382557292	1.43E+04	16	50.125	18.9697127	37295	45.85794342	19.51229059
lesson	0.940334233	0.383324862	1.43E+04	7	51.57142857	16.07126984	37304	45.85870148	19.51262325
grandparents	-0.955100813	0.383379453	1.43E+04	6	37	22.72443619	37305	45.86119823	19.51148592
song	-0.889412091	0.383393681	1.43E+04	23	42.04347826	20.58569287	37295	45.86226036	19.51201716
hand	-0.883064886	0.384212319	1.43E+04	31	42.64516129	20.27732459	37280	45.86244635	19.51142735
big	-0.871679444	0.385638	1.44E+04	93	44.30107527	17.26442997	37220	45.86407845	19.5169392
row	-0.923566169	0.386427903	1.44E+04	8	39.5	19.47892634	37303	45.86113717	19.51205941
deck	-0.948290158	0.386497301	1.44E+04	6	40.83333333	12.98332264	37305	45.86058169	19.51290002
matter	-0.86966155	0.387175813	1.44E+04	78	44.03846154	18.511802	37235	45.86343494	19.51390986
trip	0.870697855	0.387211337	1.44E+04	64	47.796875	17.80688264	37248	45.85682453	19.51474398
accident	0.885909624	0.387329491	1.45E+04	19	48.94736842	15.19310401	37292	45.85820015	19.51400496
truth	0.96860076	0.387530989	1.45E+04	5	49.8	9.093954036	37307	45.85954379	19.51286473
crazy	-0.877090448	0.387629186	1.45E+04	30	43.26666667	16.19692038	37281	45.86185993	19.5144965
ease	0.901641496	0.388435446	1.45E+04	11	51.18181818	19.57967406	37300	45.85820375	19.51204327
values	0.893159439	0.389313549	1.45E+04	13	49.69230769	15.47247349	37298	45.85843745	19.51330945
television	-0.964487151	0.389396351	1.45E+04	5	39.4	14.97664849	37306	45.86063904	19.51256196
mistakes	0.897185651	0.390691496	1.46E+04	11	50.36363636	16.6509623	37300	45.85844504	19.51283302
terms	0.937626008	0.391467827	1.46E+04	6	53	18.65475811	37305	45.85862485	19.51217774
jessica	-0.922677717	0.391756512	1.46E+04	7	38.71428571	20.49157783	37304	45.86111409	19.51186845
inviting	-0.905241762	0.391767355	1.46E+04	9	40.77777778	16.84323141	37302	45.86099941	19.51264905
handle	-0.892624721	0.393010296	1.47E+04	11	41.90909091	14.67960862	37300	45.86093834	19.51329268
studying	-0.881922956	0.393811166	1.47E+04	14	42.5	14.25455393	37297	45.8610344	19.51375255
pray	0.918271454	0.393875377	1.47E+04	7	51.71428571	16.86924505	37304	45.85867467	19.51250697
